bottle,variety,country,description,designation,points,price,province,region_1,region_2,winery,taster_name,taster_twitter_handle
Donkey & Goat 2011 Perli Vineyards Syrah (Mendocino Ridge),Syrah,US,"This boasts a brilliant, linear progression from pepper to lush cherry and berry fruit. It's spicy and floral in nuanced, beautiful ways, with perfectly balanced acidity. Creamy and silky, this wine lingers, building complexity as it coats the palate.",Perli Vineyards,95,40,California,Mendocino Ridge,[EMPTY],Donkey & Goat,Virginie Boone,@vboone
Château Margaux 2012 Barrel Sample  (Margaux),Bordeaux-style Red Blend,France,"94–96. Barrel sample. A surprisingly fresh Margaux considering that it's dominated by 87% Cabernet Sauvignon. Dense tannins, black fruits and tight acidity combine to present a wine that shows, for a Château Margaux, medium-term potential.",Barrel Sample,95,[EMPTY],Bordeaux,Margaux,[EMPTY],Château Margaux,Roger Voss,@vossroger
Château Palmer 2012 Barrel Sample  (Margaux),Bordeaux-style Red Blend,France,"94–96. Barrel sample. This is a beautifully crafted wine with red fruits, a touch of black currant, great acidity and dense structure. A blend of half-and-half Merlot and Cabernet Sauvignon, it shows both weight and a great lift.",Barrel Sample,95,[EMPTY],Bordeaux,Margaux,[EMPTY],Château Palmer,Roger Voss,@vossroger
Albert Bichot 2014 Domaine du Clos Frantin  (Grands-Echezeaux),Pinot Noir,France,"This massive wine is powered by dark, concentrated and smoky tannins that are masking the fruit. Dry and dense, it will take many years for the black fruits behind the facade to develop. Drink this intense wine from 2025.",Domaine du Clos Frantin,95,385,Burgundy,Grands-Echezeaux,[EMPTY],Albert Bichot,Roger Voss,@vossroger
Chanson Père et Fils 2013  Corton Vergennes,Chardonnay,France,"Initially showing considerable wood flavors, this wine hints at its rich fruit through its weight and concentration. Spice, toast and beautifully ripe yellow fruits are slowly coming together and will harmonize with time to showcase a rich, opulent and impressive selection. Drink from 2022.",[EMPTY],95,200,Burgundy,Corton Vergennes,[EMPTY],Chanson Père et Fils,Roger Voss,@vossroger
Hourglass 2013 Estate Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,US,"An extremely dark color sets an expectation of concentration, and this full-bodied but velvet-textured wine delivers it. In the aroma are cocoa and licorice and dark-skinned cherries, then the flavors resemble a rich blackberry cherry syrup without the sweetness. The wine tastes exceptionally rich but not heavy. Best from 2020 through 2030.",Estate,95,185,California,Napa Valley,Napa,Hourglass,Jim Gordon,@gordone_cellars
Château Gruaud Larose 2010  Saint-Julien,Bordeaux-style Red Blend,France,"For anybody looking for classic Bordeaux, this is the bottle to seek. “Classic” here means a wine with a tannic structure that also relies on a black currant flavor, with acidity providing freshness but not losing any concentration or aging potential. Keep for many years.",[EMPTY],95,[EMPTY],Bordeaux,Saint-Julien,[EMPTY],Château Gruaud Larose,Roger Voss,@vossroger
Paul Hobbs 2010 Edwards James Estate Bato Selection Chardonnay (Russian River Valley),Chardonnay,US,"This is a Chardonnay for red wine lovers. It's full bodied and oaky, and it grows better as it warms in the glass. Airing brings out sweet honey, orange jam, apricot and tropical fruit favors, yet the acidity and minerality also develop, providing balance. The oak develops too, with buttered toast and butterscotch notes bringing additional richness.",Edwards James Estate Bato Selection,95,75,California,Russian River Valley,Sonoma,Paul Hobbs,[EMPTY],[EMPTY]
Quinta Vale Dona Maria 2009 Vintage  (Port),Port,Portugal,"This ripe and full-bodied wine from Cristiano van Zeller is powerfully concentrated, showing all the right weight while also providing generous fruitiness. Rich black fruits and sweet tannins are layered with acidity. This is a wine for long-term aging.",Vintage,95,57,Port,[EMPTY],[EMPTY],Quinta Vale Dona Maria,Roger Voss,@vossroger
Warre's 2009 Vintage  (Port),Port,Portugal,"A small quantity of Warre was declared as a vintage in 2009, to commemorate the 200th anniversary of the liberation of Oporto from Napoleon by Anglo-Portuguese forces. The is made in the dry, firm Warre style, dense and packed with solid tannins. At the same time, it has a perfumed character, leaving the tannins to return on the finish.",Vintage,95,[EMPTY],Port,[EMPTY],[EMPTY],Warre's,Roger Voss,@vossroger
Château Rieussec 2009  Sauternes,Bordeaux-style White Blend,France,"This closed, reticent wine promises to pack a rich, generous punch in the future. Its potential shows in the botrytis flavor and the touches of smoky wood and apricot jelly. With this leashed power, it promises to be a very fine wine.",[EMPTY],95,[EMPTY],Bordeaux,Sauternes,[EMPTY],Château Rieussec,Roger Voss,@vossroger
Sanguis 2009 Gravity Red (Santa Barbara County),Red Blend,US,"Sanguis combines its signature of exceptional power with finesse, producing a wine that is so dramatic as to defy belief. Syrah and Cabernet Sauvignon provide the blackberry jam and chocolate richness, while Viognier brings a bright floral note, and even Roussanne has something to say by way of orange tartness. New oak is evident, but perfectly in balance with the wine's volume. Stunning and dramatic, but not an ager, so drink up.",Gravity,95,70,California,Santa Barbara County,Central Coast,Sanguis,[EMPTY],[EMPTY]
Paul Hobbs 2010 Edwards James Estate Wente Selection Chardonnay (Russian River Valley),Chardonnay,US,"There isn't a Chardonnay out there as rich, opulent and delicious as this one. It dazzles with tropical fruit, pear, peach, green apple, honey, vanilla and cinnamon spice flavors. Brisk, lime-driven acidity provides beautiful balance. It's oaky, but the smoky, buttered-toast and butterscotch notes are nearly perfect. Drink now with rich crab, lobster or scallop dishes.",Edwards James Estate Wente Selection,95,75,California,Russian River Valley,Sonoma,Paul Hobbs,[EMPTY],[EMPTY]
La Clarine Farm 2011 Cedarville Mourvèdre (Sierra Foothills),Mourvèdre,US,"Light in color, alcohol and texture, this dynamic wine has a fresh pepper flavor, and is gorgeous all around, like drinking fresh rose petals. This could be enjoyed all day long, every day, but with only 51 cases produced, get it now or you'll miss out on it.",Cedarville,95,24,California,Sierra Foothills,Sierra Foothills,La Clarine Farm,Virginie Boone,@vboone
La Follette 2010 Van der Kamp Vineyard Pinot Noir (Sonoma Mountain),Pinot Noir,US,"A tremendous wine, this appeals to the senses as well as the intellect. Dry, tart in acidity and somewhat tannic, it shows complex flavors of raspberry and cherry pie, bacon, cinnamon, white pepper and sandalwood. The finish goes on and on. So delicious now, you can hardly keep from drinking it, but this is a Pinot Noir that will age for 6–8 years, gradually losing primary fruit and gaining interesting mushroom and dried fruit notes.",Van der Kamp Vineyard,95,40,California,Sonoma Mountain,Sonoma,La Follette,[EMPTY],[EMPTY]
La Mondotte 2009  Saint-Émilion,Bordeaux-style Red Blend,France,"Generous, rich and ripe, this boasts black fruits and sweet tannins. With layers of new wood, this is a wine that shows attractive fruitiness now and has considerable aging ability.",[EMPTY],95,[EMPTY],Bordeaux,Saint-Émilion,[EMPTY],La Mondotte,Roger Voss,@vossroger
André Brunel 2009 Les Cailloux Red (Châteauneuf-du-Pape),Rhône-style Red Blend,France,"The 2009 Les Cailloux is a classically built Châteauneuf that should age well through at least 2025. The blend of 65% Grenache, 20% Mourvèdre, 12% Syrah and 3% Cinsault starts off with lovely notes of wild thyme and dark fruit, then adds herbal complexity and chocolaty richness. It's full bodied yet firm, with some dusty but elegant tannins on the finish. It's excellent now, but will be even better in 2016 and beyond.",Les Cailloux,95,60,Rhône Valley,Châteauneuf-du-Pape,[EMPTY],André Brunel,Joe Czerwinski,@JoeCz
Château Giscours 2010  Margaux,Bordeaux-style Red Blend,France,"Giscours shows an initial character of great style and elegance. The shining fruit and concentrated tannins follow, making it both a seductive wine and one with a long-term future.",[EMPTY],95,[EMPTY],Bordeaux,Margaux,[EMPTY],Château Giscours,Roger Voss,@vossroger
Château Branaire-Ducru 2010  Saint-Julien,Bordeaux-style Red Blend,France,"This rich, full wine shows the chateau to be at the top of its form. It's finely balanced, pushing both its fruit and acidity, with the tannins taking the supporting role. With its power leashed, this shows the stylish side of Saint-Julien, although it will certainly age for many years.",[EMPTY],95,[EMPTY],Bordeaux,Saint-Julien,[EMPTY],Château Branaire-Ducru,Roger Voss,@vossroger
Ridolfi 2012 Mercatale  (Brunello di Montalcino),Sangiovese,Italy,"Truffle, leather, forest floor, pipe tobacco and purple flower aromas all come together in this young, balanced Brunello. The palate is taut and chewy, with a nervous tension that offsets its juicy Marasca cherry, raspberry, licorice and clove flavors. Its fresh acidity and polished tannins promise good aging potential. Drink 2020–2032.",Mercatale,95,120,Tuscany,Brunello di Montalcino,[EMPTY],Ridolfi,Kerin O’Keefe,@kerinokeefe
Vieux Château Mazerat 2014  Saint-Émilion,Bordeaux-style Red Blend,France,"This powerful ripe wine has firm tannins that are so well integrated. With acidity and with rich black fruit, the wine is concentrated and dense. From a small parcel on the slope of Saint-Emilion, it is a wine to age for many years. Drink from 2026.",[EMPTY],95,150,Bordeaux,Saint-Émilion,[EMPTY],Vieux Château Mazerat,Roger Voss,@vossroger
Benovia 2014 Tilton Hill Pinot Noir (Sonoma Coast),Pinot Noir,US,"From an estate vineyard planted high atop the Sebastopol Hills near Freestone, this wine impresses from start to finish. It shows unique white pepper and floral aromas, while a seamless texture supports its succulent cranberry and cherry flavors, a long, lingering accent of nutmeg spice rounding out the finish.",Tilton Hill,95,60,California,Sonoma Coast,Sonoma,Benovia,Virginie Boone,@vboone
Biecher & Schaal 2015 Rangen de Thann Grand Cru Riesling (Alsace),Riesling,France,"A lovely touch of flint and smoke carry a touch of residual reduction. Underneath that is lemony purity. The palate adds a touch of stone fruit, a touch of ripe mirabelle plum—its generosity only underlined by the taut lemon freshness that pervades the wine. There is something stern and stony at the core, something fundamental and profound. The body is precise, dry and powerful and incredibly moreish. This is lip smacking but has not even started to show itself properly. The finish is clean, stony and lasting. This is one to keep. Drink 2020–2040.",Rangen de Thann Grand Cru,95,50,Alsace,Alsace,[EMPTY],Biecher & Schaal,Anne Krebiehl MW,@AnneInVino
Château Malartic-Lagravière 2014  Pessac-Léognan,Bordeaux-style Red Blend,France,"Tight tannins mask the ripe fruit in a wine that is set for long-term aging, so there is a dry core that dominates at the moment. But not for long: the bold black fruits are insistent and are going to be delicious. This is a structured wine that will be ready in 2026.",[EMPTY],95,60,Bordeaux,Pessac-Léognan,[EMPTY],Château Malartic-Lagravière,Roger Voss,@vossroger
Ciacci Piccolomini d'Aragona 2012 Vigna di Pianrosso  (Brunello di Montalcino),Sangiovese,Italy,"Ripe black-skinned fruit, underbrush, truffle and dark spice aromas come together in this full-bodied red. The palate is firm and seamless, delivering mature black cherry, raspberry compote, licorice and pipe tobacco flavors with both power and finesse. Tightly knit, polished tannins provide structure. Drink 2022–2032.",Vigna di Pianrosso,95,90,Tuscany,Brunello di Montalcino,[EMPTY],Ciacci Piccolomini d'Aragona,Kerin O’Keefe,@kerinokeefe
Heartland 2013 One Red (Langhorne Creek),Red Blend,Australia,"This is a throwback to those brash, flavor-exuding Aussie wines of the past. Flashy, sweet-scented oak (think maple syrup and toasted coconut) marks the nose, while concentrated cassis and vanilla flavors coat the palate. This is big, but gorgeously so, with velvety-rich tannins and a long, plush finish. No, there's nothing subtle about this blend of 60% Cabernet and 40% Shiraz, but sometimes subtlety is overrated. Drink now–2030.",One,95,95,South Australia,Langhorne Creek,[EMPTY],Heartland,Joe Czerwinski,@JoeCz
Arcadian 2009 Sierra Madre Pinot Noir (Santa Maria Valley),Pinot Noir,US,"It's a shame more producers don't hold their Pinot Noirs back longer, for this bottling from Joe Davis reveals so much depth compared to current releases. Raspberry, rose petal, cola and cinnamon stick show on the nose, while the palate offers rounded flavors of dried strawberry, thyme and game. It's all intricately woven by time into something wonderful.",Sierra Madre,95,50,California,Santa Maria Valley,Central Coast,Arcadian,Matt Kettmann,@mattkettmann
L'Aietta 2012  Brunello di Montalcino,Sangiovese,Italy,"Captivating wild berry, rose, chopped herb and baking spice aromas take center stage in this earthy, stunning wine. The palate mirrors the nose in vibrancy, delivering tight layers of wild cherry, star anise and white pepper notes. Fresh acidity and firm, refined tannins provide a polished framework. It's loaded with finesse and already delicious, but hold for even more complexity. Drink 2020–2032.",[EMPTY],95,75,Tuscany,Brunello di Montalcino,[EMPTY],L'Aietta,Kerin O’Keefe,@kerinokeefe
Château La Mission Haut-Brion 2014  Pessac-Léognan,Bordeaux-style Red Blend,France,"Richly endowed, the wine is beautifully concentrated. Still young it has considerable potential with its rich fruits and firm tannins. There is a strongly juicy aftertaste that brings in the freshness of the year. The wine will age well, and should not be drunk before 2026.",[EMPTY],95,202,Bordeaux,Pessac-Léognan,[EMPTY],Château La Mission Haut-Brion,Roger Voss,@vossroger
